ID,ORF,Metarow,Metacolomn,Sub-Grid Row,Sub-Grid Colomn,description
1840,slr1188,2,1,18,14,chloroplast membrane-associated 30 kD protein
1841,slr0586,2,1,18,15,
1842,slr0589,2,1,18,16,
1843,ssl2733,2,1,18,17,
1844,ssl1326,2,1,18,18,
1845,ssl1426,2,1,18,20,50S ribosomal protein L35
1846,ssl0601,2,1,18,21,30S ribosomal protein S21
1847,ssr0102,2,1,18,22,hypothetical protein
1848,sml0002,2,1,18,23,photosystem II PsbX protein
1849,ssl0738,2,1,18,24,
1850,slr0534,2,1,19,1,soluble lytic transglycosylase
1851,slr0536,2,1,19,2,uroporphyrinogen decarboxylase
1852,sll0508,2,1,19,3,
1853,sll0507,2,1,19,4,magnesium and cobalt transport protein
1854,sll0505,2,1,19,5,hypothetical protein
1855,sll0503,2,1,19,6,
1856,slr1567,2,1,19,7,
1857,sll1488,2,1,19,8,
1858,slr1571,2,1,19,9,
1859,slr1573,2,1,19,10,
1860,slr1579,2,1,19,11,
1861,sll1484,2,1,19,12,NADH dehydrogenase
1862,ssl2923,2,1,19,13,virulence associated protein C
1863,ssl2920,2,1,19,14,
1864,ssr2962,2,1,19,15,
1865,ssr3467,2,1,19,16,
1866,ssr1720,2,1,19,17,tyrosyl tRNA synthetase
1867,ssr2318,2,1,19,18,
1868,ssr1169,2,1,19,20,salt-stress induced hydrophobic peptide
1869,ssl1255,2,1,19,21,
1870,ssl2667,2,1,19,22,NifU protein
1871,ssl2874,2,1,19,23,
1872,ssr1256,2,1,19,24,
1873,sll0536,2,1,20,1,
1874,sll0534,2,1,20,2,ATP-dependent Clp protease proteolytic subunit
1875,slr0549,2,1,20,3,aspartate beta-semialdehyde dehydrogenese
1876,slr0551,2,1,20,4,hypothetical protein
1877,slr0553,2,1,20,5,hypothetical protein
1878,sll0529,2,1,20,6,
1879,sll0735,2,1,20,7,
1880,slr0750,2,1,20,8,protochlorophillide reductase subunit ChlN
1881,slr0752,2,1,20,9,enolase
1882,slr0753,2,1,20,10,P protein
1883,sll0728,2,1,20,11,acetyl-CoA carboxylase alpha subunit
1884,sll0727,2,1,20,12,
1885,ssl2245,2,1,20,13,
1886,ssr2061,2,1,20,14,glutaredoxin 3
1887,ssl1633,2,1,20,15,CAB/ELIP/HLIP superfamily
1888,ssl2598,2,1,20,16,photosystem II PsbH protein
1889,ssl2595,2,1,20,17,
1890,ssr3184,2,1,20,18,ferredoxin
1891,slr0724,2,1,20,19,HtaR suppressor protein
1892,slr2076,2,1,20,20,60kD chaperonin 1
1893,sll0170,2,1,20,21,DnaK protein
1894,sll1099,2,1,20,22,protein synthesis elongation factor Tu
1895,sll0230,2,1,20,23,hypothetical protein
1896,sll1321,2,1,20,24,hypothetical protein
1897,sll0939,2,1,21,1,
1898,sll0931,2,1,21,2,
1899,slr0978,2,1,21,3,
1900,slr1611,2,1,21,4,hypothetical protein
1901,slr1078,2,1,21,6,UDPglucose 4-epimerase
1902,slr1838,2,1,21,7,carbon dioxide concentrating mechanism protein Ccm
1903,slr1542,2,1,21,8,hypothetical protein
1904,sll1455,2,1,21,9,
1905,slr1219,2,1,21,10,urease accessory protein E
1906,sll1131,2,1,21,11,
1907,sll1130,2,1,21,12,
1908,slr1674,2,1,21,13,
1909,slr1676,2,1,21,14,
1910,slr1686,2,1,21,15,
1911,slr1694,2,1,21,16,activator of photopigment and puc expression
1912,slr0941,2,1,21,17,
1913,slr0493,2,1,21,19,phosphomannose isomerase
1914,sll0690,2,1,21,20,virulence associated protein C
1915,slr0628,2,1,21,21,30S ribosomal protein S14
1916,sll0611,2,1,21,22,
1917,sll0376,2,1,21,23,
1918,slr0192,2,1,21,24,
1919,sll1504,2,1,22,1,
1920,slr1043,2,1,22,2,
1921,ssl1918,2,1,22,3,
1922,sll1642,2,1,22,4,
1923,sll1638,2,1,22,5,
1924,slr1846,2,1,22,6,hypothetical protein
1925,sll0871,2,1,22,7,
1926,slr0890,2,1,22,8,
1927,slr1406,2,1,22,9,
1928,sll1769,2,1,22,10,
1929,slr1876,2,1,22,11,
1930,sll1765,2,1,22,12,
1931,sll0419,2,1,22,13,
1932,sll0269,2,1,22,14,
1933,slr0284,2,1,22,15,hypothetical protein
1934,slr0291,2,1,22,16,hypothetical protein
1935,sll0257,2,1,22,17,hypothetical protein
1936,sll0364,2,1,22,18,
1937,slr0572,2,1,22,19,
1938,slr0581,2,1,22,20,
1939,sll0832,2,1,22,21,
1940,slr0846,2,1,22,22,hypothetical protein
1941,sll0084,2,1,22,23,imidazoleglycerol-phosphate dehydratase / histidin
1942,slr0080,2,1,22,24,ribonuclease H
1943,sll1832,2,1,23,1,
1944,slr1023,2,1,23,2,
1945,slr1032,2,1,23,3,
1946,sll0986,2,1,23,4,
1947,slr1037,2,1,23,5,regulatory components of sensory transduction syst
1948,sll0981,2,1,23,6,
1949,slr0868,2,1,23,7,
1950,sll1160,2,1,23,8,
1951,ssl2296,2,1,23,9,pterin-4a-carbinolamine dehydratase
1952,slr1256,2,1,23,10,urease gamma subunit
1953,sll1957,2,1,23,11,arsenical resistance operon repressor
1954,slr2092,2,1,23,12,
1955,ssl1807,2,1,23,13,
1956,slr0326,2,1,23,14,
1957,slr0333,2,1,23,15,
1958,slr0172,2,1,23,16,IMP dehydrogenase
1959,sll0168,2,1,23,17,
1960,slr0373,2,1,23,18,
1961,sll0288,2,1,23,19,septum site-determining protein MinC
1962,sll0800,2,1,23,20,
1963,sll0793,2,1,23,21,
1964,ssl1464,2,1,23,22,
1965,sll0781,2,1,23,23,
1966,slr0699,2,1,23,24,
1967,slr2016,2,1,24,1,
1968,sll1912,2,1,24,2,
1969,slr1134,2,1,24,3,
1970,slr1142,2,1,24,4,
1971,sll1068,2,1,24,5,
1972,slr1896,2,1,24,6,hypothetical protein
1973,sll1262,2,1,24,7,
1974,sll1250,2,1,24,8,hypothetical protein
1975,sll1897,2,1,24,9,
1976,sll1388,2,1,24,10,
1977,slr1469,2,1,24,11,
1978,slr1472,2,1,24,12,
1979,slr0001,2,1,24,13,hypothetical protein
1980,slr0012,2,1,24,14,ribulose bisphosphate carboxylase small subunit
1981,slr0016,2,1,24,15,
1982,slr0217,2,1,24,16,
1983,slr0231,2,1,24,17,
1984,ssl0788,2,1,24,18,
1985,sll0039,2,1,24,19,chemotaxis protein CheY
1986,slr0038,2,1,24,20,
1987,sll0525,2,1,24,21,
1988,slr1425,2,1,24,22,
1989,sll1340,2,1,24,23,
1990,sll0629,2,1,24,24,photosystem I subunit X
1991,slr0455,2,1,25,1,
1992,slr1178,2,1,25,2,
1993,slr1184,2,1,25,3,hypothetical protein
1994,sll0577,2,1,25,4,
1995,sll0565,2,1,25,5,
1996,slr0601,2,1,25,6,
1997,sll0900,2,1,25,7,ATP phosphoribosyltransferase
1998,sll0898,2,1,25,8,hypothetical protein
1999,slr0546,2,1,25,9,indole-3-glycerol phosphate synthase
2000,slr1651,2,1,25,10,haemolysin secretion ATP-binding protein
2001,slr1653,2,1,25,11,N-acyl-L-amino acid amidohydrolase
2002,sll1549,2,1,25,12,
2003,slr0665,2,1,25,13,hypothetical protein
2004,sll0018,2,1,25,14,fructose-1,6-bisphosphate aldolase
2005,sll0306,2,1,25,15,RNA polymerase sigma factor
2006,slr1943,2,1,25,16,dolichol phosphate mannose synthase
2007,sll0244,2,1,25,17,UDP-glucose 4-epimerase
2008,slr1495,2,1,25,18,
2009,sll0172,2,1,25,19,
2010,slr0899,2,1,25,20,cyanate lyase
2011,slr2059,2,1,25,21,
2012,slr0871,2,1,25,22,
2013,sll0359,2,1,25,23,
2014,slr2116,2,1,25,24,spore coat polysaccharide biosynthesis protein Sps
2015,slr0599,2,1,26,1,eukaryotic protein  kinase
2016,sll0563,2,1,26,2,
2017,slr0604,2,1,26,3,LepA gene product
2018,slr0606,2,1,26,4,
2019,slr0609,2,1,26,5,47 kD protein
2020,slr0611,2,1,26,6,geranylgeranyl pyrophosphate synthase
2021,ssl3445,2,1,26,7,50S ribosomal protein L31
2022,ssl3441,2,1,26,8,initiation factor IF-1
2023,sll1807,2,1,26,9,50S ribosomal protein L24
2024,sll1805,2,1,26,10,50S ribosomal protein L16
2025,slr2071,2,1,26,11,
2026,sll1965,2,1,26,12,
2027,slr1776,2,1,26,13,high affinity sulfate transporter
2028,sll0241,2,1,26,14,
2029,sll0712,2,1,26,15,cysteine synthase
2030,slr0210,2,1,26,16,sensory transduction histidine kinase
2031,slr1347,2,1,26,17,carbonic anhydrase
2032,slr0749,2,1,26,18,light-independent protochlorophyllide reductase ir
2033,slr1815,2,1,26,19,
2034,slr0059,2,1,26,20,
2035,sll1801,2,1,26,21,50S ribosomal protein L23
2036,ssl0787,2,1,26,22,
2037,ssr0761,2,1,26,23,
2038,ssr0482,2,1,26,24,30S ribosomal protein S16
2039,sll1653,2,1,27,1,spore germination protein c2
2040,slr1907,2,1,27,2,
2041,slr1909,2,1,27,3,regulatory components of sensory transduction syst
2042,sll1579,2,1,27,4,phycocyanin associated linker protein
2043,slr1705,2,1,27,5,aspartoacylase, ASP
2044,sll1572,2,1,27,6,DNA polymerase III alpha subunit
2045,sll1691,2,1,27,7,
2046,slr2067,2,1,27,8,allophycocyanin a chain
2047,ssr3383,2,1,27,9,phycobilisome LC linker polypeptide
2048,slr1533,2,1,27,10,
2049,ssl2971,2,1,27,11,
2050,sll1522,2,1,27,12,CDP-diacylglycerol--glycerol-3-phosphate 3-phospha
2051,slr1442,2,1,27,13,
2052,slr0229,2,1,27,14,3-hydroxyisobutyrate dehydrogenase
2053,slr1657,2,1,27,15,PleD gene product
2054,slr1723,2,1,27,17,lactose transport system permease protein LacG
2055,slr0526,2,1,27,18,alpha-ketopantoate hydroxymethyl transferase
2056,sll0404,2,1,27,19,glycolate oxidase subunit GlcD
2057,sll0757,2,1,27,20,amidophosphoribosyltransferase
2058,sll0813,2,1,27,21,cytochrome c oxidase subunit II
2059,sll1308,2,1,27,22,hypothetical protein
2060,slr0015,2,1,27,23,lipid A disaccharide synthase
2061,slr0053,2,1,27,24,hypothetical protein
2062,slr1208,2,1,28,1,short-chain alcohol dehydrogenase family
2063,slr2070,2,1,28,2,
2064,sll1968,2,1,28,3,
2065,slr2072,2,1,28,4,L-threonine deaminase
2066,slr2077,2,1,28,5,hypothetical protein
2067,sll1730,2,1,28,6,
2068,ssr1562,2,1,28,7,
2069,sll0896,2,1,28,8,
2070,slr1655,2,1,28,9,photosystem I subunit XI
2071,slr1659,2,1,28,10,
2072,sll0207,2,1,28,11,glucose-1-phosphate thymidylyltransferase
2073,sll1254,2,1,28,12,hemolysin
2074,sll0208,2,1,28,13,
2075,sll1223,2,1,28,14,hydrogenase subunit
2076,sll0625,2,1,28,15,
2077,slr0236,2,1,28,16,
2078,slr1546,2,1,28,17,
2079,slr0458,2,1,28,18,
2080,slr0924,2,1,28,19,
2081,slr1081,2,1,28,20,
2082,slr1743,2,1,28,21,NADH dehydrogenase
2083,slr2018,2,1,28,22,
2084,slr2094,2,1,28,23,GlpX protein
2085,sll1666,2,1,28,24,DnaJ protein
2086,slr1862,2,1,29,1,
2087,slr1888,2,1,29,2,hypothetical protein
2088,sll2015,2,1,29,3,
2089,sll2013,2,1,29,4,hypothetical protein
2090,sll2010,2,1,29,5,UDP-N-acetylmuramoylalanine--D-glutamate ligase
2091,sll2008,2,1,29,6,processing protease
2092,sll0058,2,1,29,19,DnaK protein
2093,sll0689,2,1,29,20,NaH-antiporter protein
2094,sll0541,2,1,29,21,acyl-CoA desaturase 1
2095,slr0093,2,1,29,22,DnaJ protein
2096,sll0038,2,1,29,23,chemotaxis protein CheY
2097,sll0430,2,1,29,24,heat shock protein
2098,slr1820,2,1,30,1,
2099,slr1821,2,1,30,2,hypothetical protein
2100,sll0851,2,1,30,3,photosystem II 44kD reaction center protein
2101,slr2060,2,1,30,4,
2102,sll1954,2,1,30,5,
2103,sll1950,2,1,30,6,
2104,sll0166,2,1,30,19,uroporphyrin-III synthase
2105,slr0479,2,1,30,20,
2106,ssr2153,2,1,30,21,
2107,ssr2016,2,1,30,22,
2108,ssl2717,2,1,30,23,
2109,ssr0336,2,1,30,24,
2110,sll1553,2,1,31,1,phenylalanyl-tRNA synthetase
2111,sll0920,2,1,31,2,phosphoenolpyruvate carboxylase
2112,slr1643,2,1,31,3,ferredoxin-NADP oxidoreductase
2113,slr1644,2,1,31,4,
2114,slr1647,2,1,31,5,
2115,slr1649,2,1,31,6,hypothetical protein
2116,sll1605,2,1,31,19,(3R)-hydroxymyristol acyl carrier protein dehydras
2117,sll0248,2,1,31,20,flavodoxin
2118,slr1339,2,1,31,21,
2119,slr0392,2,1,31,22,
2120,sll0403,2,1,31,23,
2121,sll0522,2,1,31,24,NADH dehydrogenase subunit 5
2122,slr1945,2,1,32,1,2,3-bisphosphoglycerate-independent phosphoglycera
2123,sll1841,2,1,32,2,dihydrolipoamide acetyltransferase component (E2)
2124,slr1950,2,1,32,3,cation-transporting P-type ATPase
2125,slr0783,2,1,32,4,triosephosphate isomerase
2126,slr0341,2,1,32,5,
2127,slr0427,2,1,32,6,hypothetical protein
2128,sll1819,2,1,32,19,50S ribosomal protein L17
2129,slr2075,2,1,32,20,10kD chaperonin
2130,sml0008,2,1,32,21,photosystem I subunit IX
2131,sll1746,2,1,32,22,50S ribosomal protein L12
2132,sll1742,2,1,32,23,transcription antitermination protein NusG
2133,sll1205,2,2,1,1,regulatory protein PchR
2134,sll1409,2,2,1,2,ferrichrome-iron receptor
2135,sll1407,2,2,1,3,
2136,sll1404,2,2,1,4,biopolymer transport ExbB protein
2137,slr1485,2,2,1,5,
2138,slr1489,2,2,1,6,regulatory protein PchR
2139,sll1318,2,2,1,7,
2140,sll1040,2,2,1,8,
2141,slr1094,2,2,1,9,
2142,slr1095,2,2,1,10,
2143,slr1098,2,2,1,11,
2144,slr1103,2,2,1,12,hypothetical protein
2145,sll0923,2,2,1,13,exopolysaccharide export protein
2146,slr0977,2,2,1,14,ABC transporter
2147,slr0982,2,2,1,15,ABC transporter
2148,slr0984,2,2,1,16,CDP-glucose 4,6-dehydratase
2149,slr1610,2,2,1,17,hypothetical protein
2150,slr1613,2,2,1,18,
2151,slr1699,2,2,1,19,
2152,sll1582,2,2,1,20,
2153,slr1702,2,2,1,21,
2154,slr1704,2,2,1,22,
2155,slr2005,2,2,1,23,
2156,slr2007,2,2,1,24,NADH dehydrogenase subunit 4
2157,slr1113,2,2,2,1,ABC transporter
2158,slr1115,2,2,2,2,
2159,sll1064,2,2,2,3,
2160,sll1063,2,2,2,4,
2161,slr1120,2,2,2,5,type 4 prepilin peptidase
2162,sll1058,2,2,2,6,dihydrodipicolinate reductase
2163,slr1774,2,2,2,7,
2164,sll1683,2,2,2,8,lysine decarboxylase
2165,slr1779,2,2,2,9,pyridoxal phosphate biosynthetic protein PdxJ
2166,sll1680,2,2,2,10,hypothetical protein
2167,slr1783,2,2,2,11,regulatory components of sensory transduction syst
2168,sll1678,2,2,2,12,spore maturation protein A
2169,slr1073,2,2,2,13,
2170,slr1076,2,2,2,14,
2171,slr1083,2,2,2,15,
2172,slr1087,2,2,2,16,
2173,sll1022,2,2,2,17,
2174,sll1020,2,2,2,18,
2175,sll1915,2,2,2,19,
2176,sll1913,2,2,2,20,
2177,slr2031,2,2,2,21,sigma factor SibG regulation protein RsbU
2178,sll1084,2,2,2,22,
2179,slr1137,2,2,2,23,cytochrome c oxidase subunit I
2180,slr1140,2,2,2,24,3-amino-5-hydroxybenzoic acid synthase
2181,sll0711,2,2,3,1,hypothetical protein
2182,sll0709,2,2,3,2,2nd component required for LlaI restriction activi
2183,slr0727,2,2,3,3,
2184,sll0704,2,2,3,4,NifS protein
2185,slr0733,2,2,3,5,integrase-recombinase protein
2186,sll0696,2,2,3,6,
2187,slr1795,2,2,3,7,peptide methionine sulfoxide reductase
2188,slr1796,2,2,3,8,
2189,sll1664,2,2,3,9,
2190,sll1662,2,2,3,10,chorismate mutase /prephenate dehydratase
2191,slr1290,2,2,3,11,
2192,sll1200,2,2,3,12,
2193,sll0649,2,2,3,13,regulatory components of sensory transduction syst
2194,sll0647,2,2,3,14,
2195,sll0645,2,2,3,15,
2196,sll0643,2,2,3,16,urease accessory protein G
2197,sll0641,2,2,3,17,
2198,slr0688,2,2,3,18,
2199,sll1823,2,2,3,19,adenylosuccinate synthetase
2200,slr1898,2,2,3,20,N-acetylglutamate kinase
2201,slr1900,2,2,3,21,
2202,sll1789,2,2,3,22,RNA polymerase beta prime subunit
2203,sll1124,2,2,3,23,sensory transduction histidine kinase
2204,sll1121,2,2,3,24,
2205,sll0225,2,2,4,1,
2206,slr0251,2,2,4,2,ABC transporter
2207,sll0222,2,2,4,3,alkaline phosphatase
2208,sll0221,2,2,4,4,bacterioferritin comigratory protein
2209,sll0219,2,2,4,5,potential FMN-protein
2210,sll0217,2,2,4,6,potential FMN-protein
2211,sll1187,2,2,4,7,prolipoprotein diacylglyceryl transferase
2212,sll1185,2,2,4,8,coproporphyrinogen III oxidase
2213,slr1307,2,2,4,9,
2214,sll0943,2,2,4,10,
2215,slr0964,2,2,4,11,hypothetical protein
2216,slr0966,2,2,4,12,tryptophan synthase alpha chain
2217,slr1598,2,2,4,13,lipoic acid synthetase
2218,sll1510,2,2,4,14,
2219,sll1508,2,2,4,15,UDP-3-0-acyl N-acetylglcosamine deacetylase
2220,sll1502,2,2,4,16,glutamate synthase (ferredoxin)
2221,sll1501,2,2,4,17,cobyrinic acid a,c-diamide synthase
2222,slr1609,2,2,4,18,long-chain-fatty-acid CoA ligase
2223,slr1216,2,2,4,19,Mg2+ transporter
2224,sll1739,2,2,4,20,
2225,slr1829,2,2,4,21,
2226,sll1734,2,2,4,22,
2227,sll1732,2,2,4,23,NADH dehydrogenase subunit 5
2228,sll1725,2,2,4,24,ABC transporter
2229,sll1006,2,2,5,1,
2230,sll1004,2,2,5,2,
2231,sll1002,2,2,5,3,hypothetical protein
2232,slr1753,2,2,5,4,
2233,slr1759,2,2,5,5,sensory transduction histidine kinase
2234,sll1643,2,2,5,6,
2235,slr1545,2,2,5,7,RNA polymerase sigma-E factor
2236,sll1464,2,2,5,8,hypothetical protein
2237,sll1462,2,2,5,9,hydrogenase expression/formation protein HypE
2238,sll1459,2,2,5,10,hypothetical protein
2239,slr1550,2,2,5,11,lysyl-tRNA synthetase
2240,sll1456,2,2,5,12,
2241,slr0889,2,2,5,13,ABC1-like
2242,slr0891,2,2,5,14,N-acetylmuramoyl-L-alanine amidase
2243,sll1317,2,2,5,15,apocytochrome f
2244,sll1315,2,2,5,16,
2245,slr1403,2,2,5,17,
2246,slr1409,2,2,5,18,beta transducin-like protein
2247,sll1162,2,2,5,19,
2248,sll1159,2,2,5,20,
2249,slr1246,2,2,5,21,transposase
2250,slr1247,2,2,5,22,periplasmic phosphate binding protein
2251,slr1250,2,2,5,23,phosphate transport ATP-binding protein PstB
2252,sll1150,2,2,5,24,
2253,sll1945,2,2,6,1,hypothetical protein
2254,slr2035,2,2,6,2,glutamate 5-kinase
2255,slr2038,2,2,6,3,
2256,slr2042,2,2,6,4,
2257,sll1938,2,2,6,5,
2258,slr2044,2,2,6,6,ABC transporter
2259,sll1143,2,2,6,7,DNA helicase II
2260,slr1224,2,2,6,8,cytoplasmic membrane protein for maltose uptake
2261,sll1138,2,2,6,9,
2262,slr1227,2,2,6,10,chloroplast import-associated channel IAP75
2263,slr1229,2,2,6,11,hypothetical protein
2264,sll1135,2,2,6,12,
2265,sll1772,2,2,6,13,DNA mismatch repair protein MutS
2266,sll1770,2,2,6,14,ABC1-like
2267,slr1874,2,2,6,15,D-alanine:D-alanine ligase-related protein
2268,slr1878,2,2,6,16,phycocyanin alpha phycocyanobilin lyase CpcE
2269,slr1879,2,2,6,17,S-adenosyl-methionine: precorrin-2 methyltransfera
2270,sll1760,2,2,6,18,homoserine kinase
2271,sll1908,2,2,6,19,phosphoglycerate dehydrogenase
2272,slr1991,2,2,6,20,adenylate cyclase
2273,sll1906,2,2,6,21,428 aa (44.5 kD) bacteriochlorophyll synthase subu
2274,slr2000,2,2,6,22,hypothetical protein
2275,slr2002,2,2,6,23,
2276,sll1902,2,2,6,24,hypothetical protein
2277,slr1918,2,2,7,1,
2278,sll1831,2,2,7,2,glycolate oxidase subunit, (Fe-S)protein
2279,slr1919,2,2,7,3,ABC1-like
2280,sll0998,2,2,7,4,LysR transcriptional regulator
2281,sll0997,2,2,7,5,
2282,slr1020,2,2,7,6,sulfolipid biosynthesis protein SqdB
2283,slr1438,2,2,7,7,
2284,sll1360,2,2,7,8,DNA polymerase III subunit
2285,sll1358,2,2,7,9,
2286,sll1355,2,2,7,10,hypothetical protein
2287,slr1444,2,2,7,11,
2288,sll1353,2,2,7,12,sensory transduction histidine kinase
2289,slr1808,2,2,7,13,transfer RNA-Gln reductase
2290,sll1699,2,2,7,14,oligopeptide transport system permease protein
2291,slr1816,2,2,7,15,
2292,sll1628,2,2,7,16,
2293,slr1735,2,2,7,17,ABC transporter
2294,sll1625,2,2,7,18,succinate dehydrogenase iron- sulphur protein subu
2295,sll1599,2,2,7,19,Mn transporter MntA
2296,slr1726,2,2,7,20,
2297,sll1592,2,2,7,21,regulatory components of sensory transduction syst
2298,slr1729,2,2,7,22,potassium-transporting ATPase B chain
2299,sll1586,2,2,7,23,
2300,slr0260,2,2,7,24,cob(I)alamin adenosyltransferase
2301,sll0980,2,2,8,1,
2302,slr1377,2,2,8,2,leader peptidase I
2303,slr1379,2,2,8,3,cytochrome oxidase d subunit I
2304,sll1300,2,2,8,4,hypothetical protein
2305,sll1298,2,2,8,5,dienelactone hydrolase
2306,sll1297,2,2,8,6,phenoxybenzoate dioxygenase
2307,sll1272,2,2,8,7,
2308,sll1270,2,2,8,8,glutamine-binding periplasmic protein/glutamine tr
2309,slr1368,2,2,8,9,precorrin decarbocylase
2310,sll1268,2,2,8,10,
2311,sll1265,2,2,8,11,
2312,sll0875,2,2,8,12,
2313,sll0858,2,2,8,13,
2314,sll0855,2,2,8,14,hypothetical protein
2315,sll0853,2,2,8,15,
2316,slr0861,2,2,8,16,glycinamide ribonucleotide transformylase
2317,slr0863,2,2,8,17,hypothetical protein
2318,sll0843,2,2,8,18,
2319,sll0242,2,2,8,19,
2320,sll0238,2,2,8,20,
2321,slr2081,2,2,8,21,prephenate dehydrogenase
2322,slr2083,2,2,8,22,cytochrome c oxidase subunit III
2323,sll1988,2,2,8,23,hypothetical protein
2324,slr2088,2,2,8,24,acetohydroxy acid synthase
2325,slr1503,2,2,9,1,
2326,sll1425,2,2,9,2,proline-tRNA ligase
2327,sll1424,2,2,9,3,hypothetical protein
2328,slr1506,2,2,9,4,
2329,slr1508,2,2,9,5,
2330,slr1511,2,2,9,6,beta-ketoacyl-acyl carrier protein synthase III
2331,sll1900,2,2,9,7,acetyltransferase
2332,sll1898,2,2,9,8,
2333,slr1962,2,2,9,9,
2334,sll1894,2,2,9,10,GTP cyclohydrolase II
2335,sll1892,2,2,9,11,
2336,sll1891,2,2,9,12,
2337,sll1566,2,2,9,13,alpha,alpha-trehalose-phosphate synthase
2338,slr1672,2,2,9,14,glycerol kinase
2339,slr1677,2,2,9,15,
2340,sll1564,2,2,9,16,alpha-isopropylmalate synthase
2341,sll1561,2,2,9,17,delta-1-pyrroline-5-carboxylate dehydrogenase
2342,sll1559,2,2,9,18,soluble hydrogenase 42 kD subunit
2343,slr0402,2,2,9,19,hypothetical protein
2344,sll0356,2,2,9,20,5'-phosphoribosyl anthranilate isomerase
2345,slr0406,2,2,9,21,dihydroorotase
2346,slr0408,2,2,9,22,
2347,slr0143,2,2,9,23,beta transducin-like protein
2348,slr0147,2,2,9,24,
2349,slr2114,2,2,10,1,spore coat polysaccharide biosynthesis protein Sps
2350,slr2118,2,2,10,2,
2351,slr2120,2,2,10,3,
2352,slr2123,2,2,10,4,D-isomer specific 2-hydroxyacid dehydrogenase fami
2353,slr2125,2,2,10,5,
2354,slr2127,2,2,10,6,
2355,sll1868,2,2,10,7,DNA primase
2356,sll1866,2,2,10,8,hypothetical protein
2357,sll1389,2,2,10,9,
2358,slr1467,2,2,10,10,
2359,sll1384,2,2,10,11,
2360,slr1474,2,2,10,12,
2361,sll0916,2,2,10,13,precorrin isomerase
2362,slr0942,2,2,10,14,aldehyde reductase
2363,sll0914,2,2,10,15,
2364,slr0945,2,2,10,16,
2365,slr0948,2,2,10,17,
2366,sll0912,2,2,10,18,ABC transporter
2367,slr0163,2,2,10,19,pilin biogenesis protein
2368,slr1923,2,2,10,20,hypothetical protein
2369,sll1865,2,2,10,21,peptide chain release factor
2370,slr1926,2,2,10,22,
2371,slr1928,2,2,10,23,
2372,slr1930,2,2,10,24,
2373,sll1229,2,2,11,1,regulatory components of sensory transduction syst
2374,slr1329,2,2,11,2,ATP synthase b subunit
2375,slr1332,2,2,11,3,beta ketoacyl-acyl carrier protein synthase
2376,sll1224,2,2,11,4,hydrogenase small subunit
2377,sll1221,2,2,11,5,hydrogenase subunit
2378,slr1334,2,2,11,6,
2379,slr1266,2,2,11,7,
2380,slr1276,2,2,11,8,
2381,sll1174,2,2,11,9,
2382,slr1278,2,2,11,10,hypothetical protein
2383,slr1280,2,2,11,11,NADH-ubiquinone oxidoreductase subunit PsbG
2384,sll1170,2,2,11,12,hypothetical protein
2385,slr1622,2,2,11,13,inorganic pyrophosphatase
2386,sll1538,2,2,11,14,beta-glucosidase
2387,sll1536,2,2,11,15,molybdopterin biosynthesis MoeB protein
2388,sll1535,2,2,11,16,galactosyl-1-phosphate transferase
2389,sll1532,2,2,11,17,
2390,sll1528,2,2,11,18,
2391,sll0300,2,2,11,19,riboflavin synthase alpha chain
2392,sll0298,2,2,11,20,
2393,sll0296,2,2,11,21,unidentified open reading frame
2394,slr0335,2,2,11,22,phycobilisome LCM core-membrane linker polypeptide
2395,sll0294,2,2,11,23,
2396,slr0338,2,2,11,24,
2397,slr0817,2,2,12,1,isochorismate synthase
2398,slr0819,2,2,12,2,apolipoprotein N-acyltransferase
2399,sll0807,2,2,12,3,pentose-5-phosphate-3-epimerase
2400,slr0823,2,2,12,4,hypothetical protein
2401,sll1263,2,2,12,5,hypothetical protein
2402,sll1260,2,2,12,6,30S ribosomal protein S2
2403,sll1435,2,2,12,7,PET112 protein
2404,sll1433,2,2,12,8,hypothetical protein
2405,sll1103,2,2,12,9,hypothetical protein
2406,sll1098,2,2,12,10,elongation factor EF-G
2407,slr1159,2,2,12,11,glycinamide ribonucleotide synthetase
2408,slr1161,2,2,12,12,
2409,sll0271,2,2,12,13,N utilization substance protein B
2410,sll0270,2,2,12,14,primosomal protein N'
2411,sll0266,2,2,12,15,
2412,sll0264,2,2,12,16,
2413,sll0261,2,2,12,17,
2414,slr0286,2,2,12,18,
2415,sll0158,2,2,12,19,1,4-alpha-glucan branching enzyme
2416,sll0156,2,2,12,20,
2417,slr0185,2,2,12,21,uridine 5'-monophosphate synthase
2418,slr0359,2,2,12,22,hypothetical protein
2419,slr0361,2,2,12,23,hypothetical protein
2420,slr0363,2,2,12,24,
2421,slr0386,2,2,13,1,
2422,slr0388,2,2,13,2,
2423,slr0772,2,2,13,3,protochlorophyllide reductase ChlB subunit
2424,sll0771,2,2,13,4,glucose transport protein
2425,slr0775,2,2,13,5,protein-export membrane protein SecF
2426,sll0766,2,2,13,6,RadC protein
2427,slr0063,2,2,13,8,general secretion pathway protein E
2428,slr0066,2,2,13,9,riboflavin biosynthesis protein
2429,slr0067,2,2,13,10,put. ATPase
2430,slr0069,2,2,13,11,hypothetical protein
2431,slr0467,2,2,13,12,high-affinity branched-chain amino acid transport
2432,slr0901,2,2,13,13,molybdenum cofactor biosynthesis protein A
2433,slr0904,2,2,13,14,hypothetical protein
